_runtime,loss,time,step,_step,l2_error,_timestamp,loss_boundary,loss_interior
319.468061208725,8.174584501097088e-10,315.5265004634857,5711,110,2.8017434679108747e-06,1714358239.296142,2.0668474883020124e-11,7.967899752266886e-10
339.6029100418091,6.532102215003177e-10,335.661292552948,6077,111,2.6942042782409974e-06,1714358259.430991,1.8175109944322974e-11,6.350351115559947e-10
360.94361877441406,5.476575767978929e-10,357.00151801109314,6467,112,2.4980647670088363e-06,1714358280.7716997,1.5295346258433764e-11,5.323622305394591e-10
383.7317576408386,4.664545140073627e-10,379.78981590270996,6883,113,2.3308072041688074e-06,1714358303.5598385,1.2697555056766721e-11,4.53756958950596e-10
407.9479253292084,3.9569039695792514e-10,404.00578784942627,7325,114,2.2321364205933154e-06,1714358327.7760062,1.2028412391220777e-11,3.836619845667044e-10
433.73806381225586,3.335379195559469e-10,429.79652643203735,7795,115,2.2827908578063726e-06,1714358353.5661447,1.1496774742082411e-11,3.220411448138645e-10
461.3044686317444,2.7973409992641074e-10,457.3624827861786,8296,116,2.2989362072564793e-06,1714358381.1325495,1.092463345320739e-11,2.6880946647320337e-10
490.50127363204956,2.3466796397887424e-10,486.55972480773926,8828,117,2.1985597080316244e-06,1714358410.3293545,1.0338880577654459e-11,2.2432908340121978e-10
521.6551594734192,1.962799462871257e-10,517.713413476944,9395,118,2.1297692874176304e-06,1714358441.4832404,9.685356679836877e-12,1.8659458960728882e-10
554.5444192886353,1.6692291444094467e-10,550.6025807857513,9999,119,2.0772936398005777e-06,1714358474.3725002,8.947170002776172e-12,1.579757444381685e-10
